natural_query	sql_query	result	from_to_where	after_froM	after_from
List all teams founded before 1970.	SELECT full_name FROM team WHERE year_founded < 1970;	Atlanta Hawks, Boston Celtics, Chicago Bulls, Golden State Warriors, Houston Rockets, Los Angeles Lakers, Milwaukee Bucks, New York Knicks, Philadelphia 76ers, Phoenix Suns, Sacramento Kings, Oklahoma City Thunder, Washington Wizards, Detroit Pistons	team	team	team
Which team has 'Warriors' as their nickname?	SELECT full_name FROM team WHERE nickname = 'Warriors';	Golden State Warriors	team	team	team
Which teams share the same city as the Los Angeles Lakers?	SELECT full_name FROM team WHERE city = (SELECT city FROM team WHERE full_name = 'Los Angeles Lakers');	Los Angeles Clippers, Los Angeles Lakers	team	team	team
Which team abbreviation corresponds to the city of Houston?	SELECT abbreviation FROM team WHERE city = 'Houston';	HOU	team	team	team
What is the state of the team nicknamed 'Jazz'?	SELECT state FROM team WHERE nickname = 'Jazz';	Utah	team	team	team
List the full names of all teams founded in the 1980s.	SELECT full_name FROM team WHERE year_founded BETWEEN 1980 AND 1989;	Dallas Mavericks, Miami Heat, Minnesota Timberwolves, Orlando Magic, Charlotte Hornets	team	team	team
Which team has the same nickname as the team located in Charlotte?	SELECT nickname FROM team WHERE city = 'Charlotte';	Hornets	team	team	team
List the cities of all teams founded before 1965.	SELECT city FROM team WHERE year_founded < 1965;	Atlanta, Boston, Golden State, Los Angeles, New York, Philadelphia, Sacramento, Washington, Detroit	team	team	team
What is the full name of the team based in Dallas?	SELECT full_name FROM team WHERE city = 'Dallas';	Dallas Mavericks	team	team	team
Which team has a nickname starting with the letter 'S'?	SELECT full_name FROM team WHERE nickname LIKE 'S%';	Phoenix Suns, San Antonio Spurs	team	team	team
List all team abbreviations for teams founded in the 1990s.	SELECT abbreviation FROM team WHERE year_founded BETWEEN 1990 AND 1999;	TOR, MEM	team	team	team
Which teams were founded in the same state as the Golden State Warriors?	SELECT full_name FROM team WHERE state = (SELECT state FROM team WHERE full_name = 'Golden State Warriors');	Golden State Warriors, Los Angeles Clippers, Los Angeles Lakers, Sacramento Kings	team	team	team
What is the full name of the team with the abbreviation 'PHI'?	SELECT full_name FROM team WHERE abbreviation = 'PHI';	Philadelphia 76ers	team	team	team
List all teams based in Texas.	SELECT full_name FROM team WHERE state = 'Texas';	Dallas Mavericks, Houston Rockets, San Antonio Spurs	team	team	team
Which team has the nickname 'Celtics'?	SELECT full_name FROM team WHERE nickname = 'Celtics';	Boston Celtics	team	team	team
Which team was founded most recently?	SELECT full_name FROM team ORDER BY year_founded DESC LIMIT 1;	New Orleans Pelicans		team	team
What are the nicknames of teams based in Florida?	SELECT nickname FROM team WHERE state = 'Florida';	Heat, Magic	team	team	team
List all teams located in New York.	SELECT full_name FROM team WHERE state = 'New York';	Brooklyn Nets, New York Knicks	team	team	team
What is the year the team nicknamed 'Nuggets' was founded?	SELECT year_founded FROM team WHERE nickname = 'Nuggets';	1976.0	team	team	team
Which team abbreviation belongs to the team based in Phoenix?	SELECT abbreviation FROM team WHERE city = 'Phoenix';	PHX	team	team	team
What is the nickname of the team founded in 1946?	SELECT nickname FROM team WHERE year_founded = 1946;	Celtics, Warriors, Knicks	team	team	team
What is the most points the Golden State Warriors have scored at home?	SELECT MAX(pts_home) FROM game WHERE team_name_home = 'Golden State Warriors';	155.0	game	game	game
What is the second-highest number of points the Golden State Warriors have ever scored in a single home game?	SELECT pts_home FROM game WHERE team_name_home = 'Golden State Warriors' ORDER BY pts_home DESC LIMIT 1 OFFSET 1;	154.0	game	game	game
How many home games did the Los Angeles Lakers win in the 2017 season?	SELECT COUNT(*) FROM game WHERE team_abbreviation_home = 'LAL' AND wl_home = 'W' AND season_id = '22017';	20	game	game	game
What is the average number of assists by the Los Angeles Lakers in home wins?	SELECT AVG(ast_home) FROM game WHERE team_abbreviation_home = 'LAL' AND wl_home = 'W';	27.456207159177456	game	game	game
Which game had the highest total points scored by both teams when the Los Angeles Lakers played at home?	SELECT game_id, (pts_home + pts_away) AS total_points FROM game WHERE team_abbreviation_home = 'LAL' ORDER BY total_points DESC LIMIT 1;	(0028000933, 294.0)	game	game	game
What is the Los Angeles Lakers' largest lead in a home game during the 2016 season?	SELECT MAX(plus_minus_home) FROM game WHERE team_abbreviation_home = 'LAL' AND season_id = '22016';	27	game	game	game
How many times did the Los Angeles Lakers score over 120 points at home?	SELECT COUNT(*) FROM game WHERE team_abbreviation_home = 'LAL' AND pts_home > 120;	581	game	game	game
What is the highest three-point percentage the Los Angeles Lakers achieved in an away game?	SELECT MAX(fg3_pct_away) FROM game WHERE team_abbreviation_away = 'LAL';	1.0	game	game	game
What was the average points difference in home games won by the Los Angeles Lakers?	SELECT AVG(pts_home - pts_away) FROM game WHERE team_abbreviation_home = 'LAL' AND wl_home = 'W';	12.523783783783784	game	game	game
In 2018, which team has the most home wins and how many home wins did they have?	SELECT team_abbreviation_home, COUNT(*) FROM game WHERE wl_home = 'W' AND season_id = '22018' GROUP BY team_abbreviation_home ORDER BY COUNT(*) DESC LIMIT 1;	(DEN, 34)	game	game	game
What is the total number of rebounds by the San Antonio Spurs in home games during the 2015 season?	SELECT SUM(reb_home) FROM game WHERE team_abbreviation_home = 'SAS' AND season_id = '22015';	1845.0	game	game	game
What is the average scoring ouput for home teams. Round to 2 decimal places.	SELECT ROUND(AVG(pts_home),2) AS avg_home_points FROM game WHERE season_type = 'Regular Season';	104.76	game	game	game
Which team is located in the state of Indiana?	SELECT full_name FROM team WHERE state = 'Indiana';	Indiana Pacers	team	team	team
Find Los Angeles Lakers' largest home victory margin in the 2008 season.	SELECT MAX(pts_home - pts_away) AS biggest_win FROM game WHERE team_abbreviation_home = 'LAL' AND season_id = '22008';	29.0	game	game	game
How many Los Angeles Lakers home games had over 15 offensive rebounds and 10+ steals?	SELECT game_date, oreb_home, stl_home FROM game WHERE team_name_home = 'Los Angeles Lakers' AND oreb_home > 15 AND stl_home >= 10;	(1982-06-01 00:00:00, 17.0, 15.0), (1982-06-03 00:00:00, 16.0, 10.0), (1983-05-08 00:00:00, 17.0, 10.0), (1983-05-10 00:00:00, 16.0, 10.0), (1984-05-23 00:00:00, 16.0, 11.0), (1985-04-27 00:00:00, 20.0, 12.0), (1985-05-22 00:00:00, 17.0, 13.0), (1985-11-17 00:00:00, 16.0, 11.0), (1985-11-20 00:00:00, 18.0, 10.0), (1985-12-15 00:00:00, 16.0, 10.0), (1986-01-08 00:00:00, 19.0, 11.0), (1986-01-10 00:00:00, 16.0, 13.0), (1986-03-24 00:00:00, 19.0, 13.0), (1986-05-21 00:00:00, 19.0, 12.0), (1986-11-12 00:00:00, 16.0, 12.0), (1986-12-07 00:00:00, 16.0, 18.0), (1987-03-07 00:00:00, 19.0, 11.0), (1987-03-20 00:00:00, 22.0, 11.0), (1987-03-22 00:00:00, 19.0, 12.0), (1987-06-02 00:00:00, 17.0, 10.0), (1987-11-15 00:00:00, 21.0, 10.0), (1987-11-17 00:00:00, 16.0, 10.0), (1987-12-23 00:00:00, 18.0, 10.0), (1988-01-06 00:00:00, 18.0, 11.0), (1988-01-12 00:00:00, 17.0, 11.0), (1988-01-26 00:00:00, 19.0, 11.0), (1988-04-08 00:00:00, 17.0, 12.0), (1988-04-24 00:00:00, 21.0, 11.0), (1988-12-30 00:00:00, 17.0, 11.0), (1989-01-18 00:00:00, 21.0, 12.0), (1989-01-24 00:00:00, 17.0, 13.0), (1989-02-08 00:00:00, 17.0, 13.0), (1989-04-30 00:00:00, 17.0, 10.0), (1989-05-07 00:00:00, 18.0, 12.0), (1989-11-12 00:00:00, 16.0, 12.0), (1989-12-29 00:00:00, 16.0, 10.0), (1990-03-09 00:00:00, 16.0, 14.0), (1990-11-28 00:00:00, 17.0, 12.0), (1991-01-09 00:00:00, 20.0, 10.0), (1991-01-29 00:00:00, 21.0, 10.0), (1991-03-01 00:00:00, 18.0, 10.0), (1991-03-24 00:00:00, 16.0, 11.0), (1991-03-31 00:00:00, 21.0, 12.0), (1991-04-21 00:00:00, 20.0, 10.0), (1991-11-15 00:00:00, 17.0, 13.0), (1991-12-30 00:00:00, 16.0, 12.0), (1992-01-03 00:00:00, 19.0, 13.0), (1992-01-20 00:00:00, 22.0, 12.0), (1992-01-24 00:00:00, 17.0, 11.0), (1992-01-29 00:00:00, 20.0, 11.0), (1992-02-14 00:00:00, 20.0, 10.0), (1992-04-09 00:00:00, 16.0, 10.0), (1992-11-22 00:00:00, 16.0, 19.0), (1993-01-20 00:00:00, 17.0, 11.0), (1993-03-05 00:00:00, 23.0, 15.0), (1993-03-07 00:00:00, 18.0, 16.0), (1993-03-28 00:00:00, 16.0, 13.0), (1993-03-31 00:00:00, 20.0, 11.0), (1993-04-18 00:00:00, 16.0, 11.0), (1993-04-24 00:00:00, 17.0, 12.0), (1993-05-04 00:00:00, 16.0, 13.0), (1993-11-05 00:00:00, 20.0, 11.0), (1993-11-12 00:00:00, 19.0, 10.0), (1993-11-16 00:00:00, 31.0, 11.0), (1994-01-11 00:00:00, 20.0, 11.0), (1994-01-26 00:00:00, 18.0, 13.0), (1994-01-28 00:00:00, 25.0, 12.0), (1994-02-08 00:00:00, 19.0, 11.0), (1994-02-10 00:00:00, 18.0, 10.0), (1994-02-15 00:00:00, 22.0, 11.0), (1994-03-16 00:00:00, 27.0, 12.0), (1994-03-27 00:00:00, 17.0, 12.0), (1994-04-01 00:00:00, 21.0, 10.0), (1994-04-20 00:00:00, 19.0, 11.0), (1994-11-11 00:00:00, 17.0, 18.0), (1994-11-16 00:00:00, 21.0, 16.0), (1994-11-18 00:00:00, 16.0, 10.0), (1994-12-06 00:00:00, 24.0, 10.0), (1995-02-22 00:00:00, 19.0, 13.0), (1995-04-22 00:00:00, 16.0, 14.0), (1995-11-10 00:00:00, 17.0, 10.0), (1995-11-19 00:00:00, 17.0, 10.0), (1995-12-01 00:00:00, 20.0, 12.0), (1996-02-16 00:00:00, 17.0, 10.0), (1996-12-27 00:00:00, 18.0, 12.0), (1997-01-14 00:00:00, 17.0, 12.0), (1997-03-14 00:00:00, 22.0, 12.0), (1997-03-26 00:00:00, 19.0, 10.0), (1997-04-13 00:00:00, 17.0, 10.0), (1998-01-02 00:00:00, 17.0, 13.0), (1998-01-04 00:00:00, 22.0, 10.0), (1998-01-14 00:00:00, 19.0, 11.0), (1998-02-01 00:00:00, 16.0, 10.0), (1998-03-11 00:00:00, 20.0, 10.0), (1998-04-08 00:00:00, 20.0, 10.0), (1999-02-16 00:00:00, 17.0, 10.0), (1999-11-14 00:00:00, 18.0, 12.0), (1999-12-01 00:00:00, 23.0, 10.0), (1999-12-05 00:00:00, 17.0, 15.0), (1999-12-14 00:00:00, 19.0, 11.0), (2000-01-10 00:00:00, 26.0, 12.0), (2000-11-28 00:00:00, 19.0, 11.0), (2001-04-17 00:00:00, 20.0, 10.0), (2001-04-22 00:00:00, 17.0, 11.0), (2001-04-26 00:00:00, 16.0, 11.0), (2001-05-06 00:00:00, 19.0, 12.0), (2001-05-27 00:00:00, 16.0, 10.0), (2001-06-06 00:00:00, 16.0, 14.0), (2002-03-12 00:00:00, 16.0, 13.0), (2002-10-29 00:00:00, 17.0, 10.0), (2002-11-03 00:00:00, 18.0, 10.0), (2002-11-12 00:00:00, 19.0, 11.0), (2003-02-11 00:00:00, 16.0, 11.0), (2003-02-23 00:00:00, 18.0, 10.0), (2003-02-25 00:00:00, 16.0, 10.0), (2003-12-28 00:00:00, 23.0, 13.0), (2004-01-09 00:00:00, 19.0, 12.0), (2004-02-20 00:00:00, 22.0, 12.0), (2004-03-26 00:00:00, 18.0, 15.0), (2004-04-01 00:00:00, 18.0, 15.0), (2005-01-13 00:00:00, 17.0, 12.0), (2005-02-22 00:00:00, 21.0, 10.0), (2005-04-17 00:00:00, 17.0, 10.0), (2006-03-12 00:00:00, 17.0, 10.0), (2006-04-11 00:00:00, 19.0, 11.0), (2005-10-18 00:00:00, 16.0, 11.0), (2007-11-09 00:00:00, 16.0, 10.0), (2007-11-16 00:00:00, 23.0, 13.0), (2007-11-29 00:00:00, 17.0, 11.0), (2008-01-17 00:00:00, 23.0, 13.0), (2008-12-28 00:00:00, 16.0, 12.0), (2009-03-03 00:00:00, 18.0, 13.0), (2009-10-27 00:00:00, 17.0, 13.0), (2010-02-05 00:00:00, 18.0, 10.0), (2009-10-07 00:00:00, 17.0, 16.0), (2010-12-07 00:00:00, 22.0, 12.0), (2011-03-22 00:00:00, 18.0, 10.0), (2012-01-22 00:00:00, 18.0, 10.0), (2012-04-22 00:00:00, 25.0, 12.0), (2012-05-12 00:00:00, 24.0, 10.0), (2017-01-17 00:00:00, 20.0, 11.0), (2017-01-20 00:00:00, 16.0, 15.0), (2017-04-02 00:00:00, 17.0, 11.0), (2017-04-07 00:00:00, 16.0, 12.0), (2018-11-11 00:00:00, 17.0, 12.0), (2019-04-04 00:00:00, 18.0, 10.0), (2020-08-18 00:00:00, 17.0, 11.0)	game	game	game
How many home games did the Los Angeles Lakers win in the 2020 season when the away team committed fewer personal fouls but had a higher plus-minus?	SELECT COUNT(*) FROM game g WHERE g.team_abbreviation_home = 'LAL' AND g.wl_home = 'W' AND g.pf_away < g.pf_home AND g.plus_minus_away > g.plus_minus_home AND g.season_id = '22020';	0	game g	game	game
How many home games did the Oklahoma City Thunder win in the 2014 season when the away team committed fewer personal fouls but had a higher plus-minus?	SELECT COUNT(*) FROM game g WHERE g.team_abbreviation_home = 'OKC' AND g.wl_home = 'W' AND g.pf_away < g.pf_home AND g.plus_minus_away > g.plus_minus_home AND g.season_id = '22014';	0	game g	game	game
Which teams were founded before 1979?	SELECT full_name FROM team WHERE year_founded < 1979;	Atlanta Hawks, Boston Celtics, Cleveland Cavaliers, Chicago Bulls, Denver Nuggets, Golden State Warriors, Houston Rockets, Los Angeles Clippers, Los Angeles Lakers, Milwaukee Bucks, Brooklyn Nets, New York Knicks, Indiana Pacers, Philadelphia 76ers, Phoenix Suns, Portland Trail Blazers, Sacramento Kings, San Antonio Spurs, Oklahoma City Thunder, Utah Jazz, Washington Wizards, Detroit Pistons	team	team	team
How many times did the Houston Rockets lose at home in the 2016 season despite recording more steals and blocks than their opponent?	SELECT COUNT(*) FROM game g WHERE g.team_abbreviation_home = 'HOU' AND g.wl_home = 'L' AND g.stl_home > g.stl_away AND g.blk_home > g.blk_away AND g.season_id = '22016';	0	game g	game	game
How many times did the Memphis Grizzlies lose at home in the 2008 season despite recording more steals and blocks than their opponent?	SELECT COUNT(*) FROM game g WHERE g.team_abbreviation_home = 'MEM' AND g.wl_home = 'L' AND g.stl_home > g.stl_away AND g.blk_home > g.blk_away AND g.season_id = '22008';	3	game g	game	game
In what year was the Indiana Pacers founded?	SELECT year_founded FROM team WHERE full_name = 'Indiana Pacers';	1976.0	team	team	team
