natural_query	sql_query	result
Which team was most often held under 60 points in a game?	SELECT team FROM (SELECT team_abbreviation_home AS team, pts_home AS pts FROM game UNION ALL SELECT team_abbreviation_away, pts_away FROM game) WHERE pts < 60 GROUP BY team ORDER BY COUNT(*) DESC LIMIT 1;	BOS
Which city had teams that scored the most total points during the 2010 season?	SELECT team_city_home FROM other_stats WHERE game_id IN (SELECT game_id FROM game WHERE season_id = '22010') GROUP BY team_city_home ORDER BY SUM(pts_paint_home + pts_2nd_chance_home + pts_fb_home + pts_off_to_home) DESC LIMIT 1;	Los Angeles
Which city had home teams with the highest average number of rebounds in 2005?	SELECT team_city_home FROM other_stats WHERE game_id IN (SELECT game_id FROM game WHERE season_id = '22005') GROUP BY team_city_home ORDER BY AVG(team_rebounds_home) DESC LIMIT 1;	Orlando
Which season had the most total blocks recorded?	SELECT season_id FROM game GROUP BY season_id ORDER BY SUM(blk_home + blk_away) DESC LIMIT 1;	22000
What was the total score of the only game in which the home team made exactly 33 field goals?	SELECT pts_home + pts_away FROM game WHERE fgm_home = 33 LIMIT 1;	144.0
How many points did the away team score in a game where the home team had a plus-minus of -30 or worse?	SELECT pts_away FROM game WHERE plus_minus_home <= -30 ORDER BY plus_minus_home ASC LIMIT 1;	127.0
What was the total number of points in the only game where the sum of both teams' free throws made was exactly 42?	SELECT pts_home + pts_away FROM game WHERE (ftm_home + ftm_away) = 42 LIMIT 1;	156.0
How many points were scored by the Orlando Magic at home in a game with more than 100 combined rebounds?	SELECT pts_home FROM game WHERE team_abbreviation_home = 'ORL' AND (reb_home + reb_away) > 100 ORDER BY game_date DESC LIMIT 1;	116.0
How many points did the visiting team score in the first game where the home team committed fewer than 5 personal fouls?	SELECT pts_away FROM game WHERE pf_home < 5 ORDER BY game_date ASC LIMIT 1;	81.0
How many total points were scored in the only game where both teams had identical stat lines for rebounds, assists, and turnovers?	SELECT pts_home + pts_away FROM game WHERE reb_home = reb_away AND ast_home = ast_away AND tov_home = tov_away LIMIT 1;	209.0
Which team had the highest number of team turnovers in an away game?	SELECT team_abbreviation_away FROM other_stats ORDER BY team_turnovers_away DESC LIMIT 1;	CHI
Which away team scored the most points off turnovers in a single game?	SELECT team_abbreviation_away FROM other_stats ORDER BY pts_off_to_away DESC LIMIT 1;	ATL
What was the total number of points off turnovers by away teams when they committed more than 20 total turnovers?	SELECT SUM(pts_off_to_away) FROM other_stats WHERE total_turnovers_away > 20;	45727
Which game had the biggest difference between total turnovers and team turnovers for the away team?	SELECT game_id FROM other_stats ORDER BY ABS(total_turnovers_away - team_turnovers_away) DESC LIMIT 1;	29600522
What is the highest number of team rebounds recorded by an away team in a single game?	SELECT MAX(team_rebounds_away) FROM other_stats;	24
How many points off turnovers were scored by away teams in games where they had more team rebounds than the home team?	SELECT SUM(pts_off_to_away) FROM other_stats WHERE team_rebounds_away > team_rebounds_home;	169555
Which team committed the fewest total turnovers in an away game that resulted in a win?	SELECT team_abbreviation_away FROM other_stats WHERE game_id IN (SELECT game_id FROM game WHERE wl_away = 'W') ORDER BY total_turnovers_away ASC LIMIT 1;	PHX
Which game had the most efficient away team in terms of points off turnovers per total turnover?	SELECT game_id FROM other_stats WHERE total_turnovers_away > 0 ORDER BY (pts_off_to_away * 1.0 / total_turnovers_away) DESC LIMIT 1;	0021500879
Which team had the most games where their team rebounds as away team were greater than 15?	SELECT team_abbreviation_away FROM other_stats WHERE team_rebounds_away > 15 GROUP BY team_abbreviation_away ORDER BY COUNT(*) DESC LIMIT 1;	UTA
What is the average number of points off turnovers for away teams with fewer than 10 total turnovers?	SELECT AVG(pts_off_to_away) FROM other_stats WHERE total_turnovers_away < 10;	8.900039200313602
Which away team had the most games where they shot below 30% from the field?	SELECT team_abbreviation_away FROM game WHERE fg_pct_away < 0.3 GROUP BY team_abbreviation_away ORDER BY COUNT(*) DESC LIMIT 1;	PHW
Which away team scored the most points in a game with fewer than 10 assists?	SELECT team_abbreviation_away FROM game WHERE ast_away < 10 ORDER BY pts_away DESC LIMIT 1;	MNL
Which team had the most away wins when committing more personal fouls than the home team?	SELECT team_abbreviation_away FROM game WHERE wl_away = 'W' AND pf_away > pf_home GROUP BY team_abbreviation_away ORDER BY COUNT(*) DESC LIMIT 1;	BOS
Which game had the highest total of missed free throws by the away team?	SELECT game_id FROM game ORDER BY (fta_away - ftm_away) DESC LIMIT 1;	0027300014
Which away team had the lowest free throw percentage in a game with more than 20 attempts?	SELECT team_abbreviation_away FROM game WHERE fta_away > 20 ORDER BY ft_pct_away ASC LIMIT 1;	CHI
What is the average number of three-pointers made by away teams in games where they had more turnovers than assists?	SELECT AVG(fg3m_away) FROM game WHERE tov_away > ast_away;	4.511052937754508
Which game had the most defensive rebounds by an away team that still lost?	SELECT game_id FROM game WHERE wl_away = 'L' ORDER BY dreb_away DESC LIMIT 1;	0028500331
Which away team committed the most turnovers in a game where they still won?	SELECT team_abbreviation_away FROM game WHERE wl_away = 'W' ORDER BY tov_away DESC LIMIT 1;	NJN
Which team had the most away games where they had more offensive than defensive rebounds?	SELECT team_abbreviation_away FROM game WHERE oreb_away > dreb_away GROUP BY team_abbreviation_away ORDER BY COUNT(*) DESC LIMIT 1;	ATL
What is the highest plus-minus recorded by an away team with fewer than 10 personal fouls?	SELECT MAX(plus_minus_away) FROM game WHERE pf_away < 10;	35
Which home team had the most wins when playing against the Los Angeles Lakers?	SELECT team_name_home FROM game WHERE team_name_away = 'Los Angeles Lakers' AND wl_home = 'W' GROUP BY team_name_home ORDER BY COUNT(*) DESC LIMIT 1;	Phoenix Suns
Which game had the most field goals made by a home team that shot under 40% from the field?	SELECT game_id FROM game WHERE fg_pct_home < 0.4 ORDER BY fgm_home DESC LIMIT 1;	0025900164
Which home team attempted the most three-pointers in a game they lost?	SELECT team_name_home FROM game WHERE wl_home = 'L' ORDER BY fg3a_home DESC LIMIT 1;	Team Giannis
What is the average number of free throws made in games where the home team had zero offensive rebounds?	SELECT AVG(ftm_home) FROM game WHERE oreb_home = 0;	10.0
Which game had the highest number of steals by a home team that still lost?	SELECT game_id FROM game WHERE wl_home = 'L' ORDER BY stl_home DESC LIMIT 1;	0028400118
Which home team had the most blocks in a game where the away team was the Boston Celtics?	SELECT team_name_home FROM game WHERE team_name_away = 'Boston Celtics' ORDER BY blk_home DESC LIMIT 1;	Philadelphia 76ers
Which home team committed the most turnovers in a game they won?	SELECT team_name_home FROM game WHERE wl_home = 'W' ORDER BY tov_home DESC LIMIT 1;	Los Angeles Lakers
Which game had the highest plus-minus for a home team that attempted fewer than 10 three-pointers?	SELECT game_id FROM game WHERE fg3a_home < 10 ORDER BY plus_minus_home DESC LIMIT 1;	0029100021
Which matchup featured the home team with the lowest field goal percentage but still won?	SELECT matchup_home FROM game WHERE wl_home = 'W' ORDER BY fg_pct_home ASC LIMIT 1;	PRO vs. BOS
Which home team made the most free throws in a game without any video available?	SELECT team_name_home FROM game WHERE video_available_home = 0 ORDER BY ftm_home DESC LIMIT 1;	Phoenix Suns
What is the maximum number of team rebounds recorded by the San Antonio Spurs in away games where they committed more than 20 fouls?	SELECT MAX(o.team_rebounds_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_away = 'SAS' AND g.pf_away > 20 AND g.season_id = '22003';	13
What is the average number of assists for home teams when playing against teams from Texas?	SELECT AVG(ast_home) FROM game WHERE team_abbreviation_away IN ('DAL', 'HOU', 'SAS');	23.22644697929869
Which game had the smallest difference between offensive and defensive rebounds for the home team?	SELECT game_id FROM game ORDER BY ABS(oreb_home - dreb_home) ASC LIMIT 1;	0024600001
Which home team scored the most points in a game where they had more turnovers than assists?	SELECT team_name_home FROM game WHERE tov_home > ast_home ORDER BY pts_home DESC LIMIT 1;	Seattle SuperSonics
Which matchup involved the home team attempting over 100 field goals?	SELECT matchup_home FROM game WHERE fga_home > 100 LIMIT 1;	BOM vs. NYK
What is the total number of points scored by home teams in games where they committed fewer than 5 personal fouls?	SELECT SUM(pts_home) FROM game WHERE pf_home < 5;	849.0
Which home team had the lowest field goal percentage in a game they still won?	SELECT team_name_home FROM game WHERE wl_home = 'W' ORDER BY fg_pct_home ASC LIMIT 1;	Providence Steamrollers
What is the average number of minutes played in home games with more than 15 steals?	SELECT AVG(min) FROM game WHERE stl_home > 15;	242.13254593175853
Which game had the highest number of free throw attempts by a home team that didn’t attempt any three-pointers?	SELECT game_id FROM game WHERE fg3a_home = 0 ORDER BY fta_home DESC LIMIT 1;	0028700044
Which home team had the most games with a positive plus-minus but still lost?	SELECT team_name_home FROM game WHERE wl_home = 'L' AND plus_minus_home > 0 GROUP BY team_name_home ORDER BY COUNT(*) DESC LIMIT 1;	West NBA All Stars West
Which home team had the most games with a perfect free throw percentage?	SELECT team_name_home FROM game WHERE ft_pct_home = 1.0 GROUP BY team_name_home ORDER BY COUNT(*) DESC LIMIT 1;	New York Knicks
Which matchup had the highest combined field goal attempts between home and away teams?	SELECT matchup_home FROM game ORDER BY (fga_home + fga_away) DESC LIMIT 1;	PHW vs. STL
What is the average plus-minus for home teams that made more three-pointers than two-pointers?	SELECT AVG(plus_minus_home) FROM game WHERE fg3m_home > (fgm_home - fg3m_home);	5.007518796992481
Which home team won a game with the fewest minutes recorded?	SELECT team_name_home FROM game WHERE wl_home = 'W' ORDER BY min ASC LIMIT 1;	St. Louis Bombers
Which game had the highest number of personal fouls committed by the home team where no video was available?	SELECT game_id FROM game WHERE video_available_home = 0 ORDER BY pf_home DESC LIMIT 1;	0046300222
Which team had the most games where they committed fewer than 5 turnovers at home?	SELECT team_name_home FROM game WHERE tov_home < 5 GROUP BY team_name_home ORDER BY COUNT(*) DESC LIMIT 1;	Dallas Mavericks
What is the average number of three-pointers attempted by home teams that lost by more than 20 points?	SELECT AVG(fg3a_home) FROM game WHERE wl_home = 'L' AND plus_minus_home < -20;	19.36683997689197
Which home team had the highest shooting percentage in a game where they made fewer than 20 field goals?	SELECT team_name_home FROM game WHERE fgm_home < 20 ORDER BY fg_pct_home DESC LIMIT 1;	Boston Celtics
What is the highest number of defensive rebounds recorded by a home team that didn’t make a single three-pointer?	SELECT MAX(dreb_home) FROM game WHERE fg3m_home = 0;	50.0
Which matchup had the most field goals made by the home team in a loss?	SELECT matchup_home FROM game WHERE wl_home = 'L' ORDER BY fgm_home DESC LIMIT 1;	LBN vs. GNS
Which team was founded first?	SELECT full_name FROM team ORDER BY year_founded ASC LIMIT 1;	Boston Celtics
Which team is based in the city of Chicago?	SELECT full_name FROM team WHERE city = 'Chicago';	Chicago Bulls
What is the abbreviation of the team nicknamed 'Heat'?	SELECT abbreviation FROM team WHERE nickname = 'Heat';	MIA
Which team was founded in the same year as the Boston Celtics?	SELECT full_name FROM team WHERE year_founded = (SELECT year_founded FROM team WHERE full_name = 'Boston Celtics');	Boston Celtics, Golden State Warriors, New York Knicks
Which teams are located in the state of California?	SELECT full_name FROM team WHERE state = 'California';	Golden State Warriors, Los Angeles Clippers, Los Angeles Lakers, Sacramento Kings
Which team has the abbreviation 'NYK'?	SELECT full_name FROM team WHERE abbreviation = 'NYK';	New York Knicks
Which teams were founded after the year 2000?	SELECT full_name FROM team WHERE year_founded > 2000;	New Orleans Pelicans
What is the city of the team with the nickname 'Bulls'?	SELECT city FROM team WHERE nickname = 'Bulls';	Chicago
List all teams founded before 1970.	SELECT full_name FROM team WHERE year_founded < 1970;	Atlanta Hawks, Boston Celtics, Chicago Bulls, Golden State Warriors, Houston Rockets, Los Angeles Lakers, Milwaukee Bucks, New York Knicks, Philadelphia 76ers, Phoenix Suns, Sacramento Kings, Oklahoma City Thunder, Washington Wizards, Detroit Pistons
Which team has 'Warriors' as their nickname?	SELECT full_name FROM team WHERE nickname = 'Warriors';	Golden State Warriors
Which teams share the same city as the Los Angeles Lakers?	SELECT full_name FROM team WHERE city = (SELECT city FROM team WHERE full_name = 'Los Angeles Lakers');	Los Angeles Clippers, Los Angeles Lakers
Which team abbreviation corresponds to the city of Houston?	SELECT abbreviation FROM team WHERE city = 'Houston';	HOU
What is the state of the team nicknamed 'Jazz'?	SELECT state FROM team WHERE nickname = 'Jazz';	Utah
List the full names of all teams founded in the 1980s.	SELECT full_name FROM team WHERE year_founded BETWEEN 1980 AND 1989;	Dallas Mavericks, Miami Heat, Minnesota Timberwolves, Orlando Magic, Charlotte Hornets
