natural_query	sql_query	result	from_to_where	after_froM	after_from
What were the total points scored by the home team in the game with the most total blocks?	SELECT pts_home FROM game WHERE game_id = (SELECT game_id FROM game ORDER BY (blk_home + blk_away) DESC LIMIT 1);	92.0	game	game	game
How many points did the Brooklyn Nets score in their first away game in 2010?	SELECT pts_away FROM game WHERE team_abbreviation_away = 'BKN' AND season_id = '22010' ORDER BY game_date ASC LIMIT 1;	[]	game	game	game
How many points did the home team score in the game with the highest number of lead changes?	SELECT pts_home FROM game WHERE game_id = (SELECT game_id FROM other_stats ORDER BY lead_changes DESC LIMIT 1);	122.0	game	game	game
How many points did the visiting team score in the game where the home team had exactly 0 turnovers?	SELECT pts_away FROM game WHERE game_id IN (SELECT game_id FROM game WHERE tov_home = 0);	88.0,112.0,105.0,93.0,76.0,99.0	game	game	game
How many points were scored by the away team in the most recent playoff game?	SELECT pts_away FROM game WHERE season_type = 'Playoffs' ORDER BY game_date DESC LIMIT 1;	89.0	game	game	game
How many points did the Miami Heat score in their lowest-scoring game at home?	SELECT MIN(pts_home) FROM game WHERE team_abbreviation_home = 'MIA';	56.0	game	game	game
How many total points were scored in a game where both teams attempted over 30 three-pointers?	SELECT (pts_home + pts_away) FROM game WHERE fg3a_home > 30 AND fg3a_away > 30 ORDER BY (pts_home + pts_away) DESC LIMIT 1;	374.0	game	game	game
How many points were scored by the home team in the game with the most fast break points?	SELECT pts_home FROM game WHERE game_id = (SELECT game_id FROM other_stats ORDER BY (pts_fb_home + pts_fb_away) DESC LIMIT 1);	192.0,192.0	game	game	game
How many points did the away team score when the home team had more than 20 offensive rebounds?	SELECT SUM(pts_away) FROM game WHERE game_id IN (SELECT game_id FROM game WHERE oreb_home > 20);	199836.0	game	game	game
How many points did the Chicago Bulls score in their final game of the 1996 season?	SELECT pts_home FROM game WHERE team_abbreviation_home = 'CHI' AND season_id = '21996' ORDER BY game_date DESC LIMIT 1;	101.0	game	game	game
What is the total number of points in a game where the total number of three-pointers made equals the number of personal fouls?	SELECT pts_home + pts_away FROM game WHERE (fg3m_home + fg3m_away) = (pf_home + pf_away) LIMIT 1;	211.0	game	game	game
How many points did the away team score in the only game where the home team had exactly 69 field goal attempts?	SELECT pts_away FROM game WHERE fga_home = 69 LIMIT 1;	81.0	game	game	game
How many total points were scored in the game with the highest difference between team rebounds and individual rebounds for the home team?	SELECT pts_home + pts_away FROM game WHERE game_id = (SELECT os.game_id FROM other_stats os JOIN game g ON os.game_id = g.game_id ORDER BY (team_rebounds_home - reb_home) DESC LIMIT 1);	182.0	game	game	game
What was the total number of points in the game where both teams had the exact same number of personal fouls?	SELECT pts_home + pts_away FROM game WHERE pf_home = pf_away ORDER BY game_date DESC LIMIT 1;	258.0	game	game	game
How many points did the home team score in the game with the most lead changes and the fewest total fouls?	SELECT pts_home FROM game WHERE game_id = (SELECT game_id FROM other_stats JOIN game USING(game_id) ORDER BY lead_changes DESC, (pf_home + pf_away) ASC LIMIT 1);	122.0	game	game	game
How many points did the away team score in a game where both teams made the same number of three-pointers?	SELECT pts_away FROM game WHERE fg3m_home = fg3m_away ORDER BY game_date DESC LIMIT 1;	101.0	game	game	game
How many points were scored in the most recent game where the home team had zero free throw attempts?	SELECT pts_home + pts_away FROM game WHERE fta_home = 0 ORDER BY game_date DESC LIMIT 1;	359.0	game	game	game
How many points did the Brooklyn Nets score as a home team in the game where they had the most blocks?	SELECT pts_home FROM game WHERE team_abbreviation_home = 'BKN' ORDER BY blk_home DESC LIMIT 1;	115.0	game	game	game
How many total points were scored in a game where the away team committed twice as many turnovers as the home team?	SELECT pts_home + pts_away FROM game WHERE tov_away = 2 * tov_home LIMIT 1;	205.0	game	game	game
What was the total number of points in the only game where both teams had fewer than 3 offensive rebounds?	SELECT pts_home + pts_away FROM game WHERE oreb_home < 3 AND oreb_away < 3 ORDER BY game_date DESC LIMIT 1;	211.0	game	game	game
How many points did the Miami Heat score in their lowest scoring home win?	SELECT pts_home FROM game WHERE team_abbreviation_home = 'MIA' AND wl_home = 'W' ORDER BY pts_home ASC LIMIT 1;	74.0	game	game	game
What was the total score of the first game ever where both teams shot over 90% from the free throw line?	SELECT pts_home + pts_away FROM game WHERE ft_pct_home > 0.9 AND ft_pct_away > 0.9 ORDER BY game_date ASC LIMIT 1;	193.0	game	game	game
Which team was most often held under 60 points in a game?	SELECT team FROM (SELECT team_abbreviation_home AS team, pts_home AS pts FROM game UNION ALL SELECT team_abbreviation_away, pts_away FROM game) WHERE pts < 60 GROUP BY team ORDER BY COUNT(*) DESC LIMIT 1;	BOS	(SELECT team_abbreviation_home AS team, pts_home AS pts FROM game UNION ALL SELECT team_abbreviation_away, pts_away FROM game)	game	game
Which season had the most total blocks recorded?	SELECT season_id FROM game GROUP BY season_id ORDER BY SUM(blk_home + blk_away) DESC LIMIT 1;	22000		game	game
What was the total score of the only game in which the home team made exactly 33 field goals?	SELECT pts_home + pts_away FROM game WHERE fgm_home = 33 LIMIT 1;	144.0	game	game	game
How many points did the away team score in a game where the home team had a plus-minus of -30 or worse?	SELECT pts_away FROM game WHERE plus_minus_home <= -30 ORDER BY plus_minus_home ASC LIMIT 1;	127.0	game	game	game
What was the total number of points in the only game where the sum of both teams' free throws made was exactly 42?	SELECT pts_home + pts_away FROM game WHERE (ftm_home + ftm_away) = 42 LIMIT 1;	156.0	game	game	game
How many points were scored by the Orlando Magic at home in a game with more than 100 combined rebounds?	SELECT pts_home FROM game WHERE team_abbreviation_home = 'ORL' AND (reb_home + reb_away) > 100 ORDER BY game_date DESC LIMIT 1;	116.0	game	game	game
How many points did the visiting team score in the first game where the home team committed fewer than 5 personal fouls?	SELECT pts_away FROM game WHERE pf_home < 5 ORDER BY game_date ASC LIMIT 1;	81.0	game	game	game
How many total points were scored in the only game where both teams had identical stat lines for rebounds, assists, and turnovers?	SELECT pts_home + pts_away FROM game WHERE reb_home = reb_away AND ast_home = ast_away AND tov_home = tov_away LIMIT 1;	209.0	game	game	game
Which away team had the most games where they shot below 30% from the field?	SELECT team_abbreviation_away FROM game WHERE fg_pct_away < 0.3 GROUP BY team_abbreviation_away ORDER BY COUNT(*) DESC LIMIT 1;	PHW	game	game	game
Which away team scored the most points in a game with fewer than 10 assists?	SELECT team_abbreviation_away FROM game WHERE ast_away < 10 ORDER BY pts_away DESC LIMIT 1;	MNL	game	game	game
Which team had the most away wins when committing more personal fouls than the home team?	SELECT team_abbreviation_away FROM game WHERE wl_away = 'W' AND pf_away > pf_home GROUP BY team_abbreviation_away ORDER BY COUNT(*) DESC LIMIT 1;	BOS	game	game	game
Which game had the highest total of missed free throws by the away team?	SELECT game_id FROM game ORDER BY (fta_away - ftm_away) DESC LIMIT 1;	0027300014		game	game
Which away team had the lowest free throw percentage in a game with more than 20 attempts?	SELECT team_abbreviation_away FROM game WHERE fta_away > 20 ORDER BY ft_pct_away ASC LIMIT 1;	CHI	game	game	game
What is the average number of three-pointers made by away teams in games where they had more turnovers than assists?	SELECT AVG(fg3m_away) FROM game WHERE tov_away > ast_away;	4.511052937754508	game	game	game
Which game had the most defensive rebounds by an away team that still lost?	SELECT game_id FROM game WHERE wl_away = 'L' ORDER BY dreb_away DESC LIMIT 1;	0028500331	game	game	game
Which away team committed the most turnovers in a game where they still won?	SELECT team_abbreviation_away FROM game WHERE wl_away = 'W' ORDER BY tov_away DESC LIMIT 1;	NJN	game	game	game
Which team had the most away games where they had more offensive than defensive rebounds?	SELECT team_abbreviation_away FROM game WHERE oreb_away > dreb_away GROUP BY team_abbreviation_away ORDER BY COUNT(*) DESC LIMIT 1;	ATL	game	game	game
What is the highest plus-minus recorded by an away team with fewer than 10 personal fouls?	SELECT MAX(plus_minus_away) FROM game WHERE pf_away < 10;	35	game	game	game
Which home team had the most wins when playing against the Los Angeles Lakers?	SELECT team_name_home FROM game WHERE team_name_away = 'Los Angeles Lakers' AND wl_home = 'W' GROUP BY team_name_home ORDER BY COUNT(*) DESC LIMIT 1;	Phoenix Suns	game	game	game
Which game had the most field goals made by a home team that shot under 40% from the field?	SELECT game_id FROM game WHERE fg_pct_home < 0.4 ORDER BY fgm_home DESC LIMIT 1;	0025900164	game	game	game
Which home team attempted the most three-pointers in a game they lost?	SELECT team_name_home FROM game WHERE wl_home = 'L' ORDER BY fg3a_home DESC LIMIT 1;	Team Giannis	game	game	game
What is the average number of free throws made in games where the home team had zero offensive rebounds?	SELECT AVG(ftm_home) FROM game WHERE oreb_home = 0;	10.0	game	game	game
Which game had the highest number of steals by a home team that still lost?	SELECT game_id FROM game WHERE wl_home = 'L' ORDER BY stl_home DESC LIMIT 1;	0028400118	game	game	game
Which home team had the most blocks in a game where the away team was the Boston Celtics?	SELECT team_name_home FROM game WHERE team_name_away = 'Boston Celtics' ORDER BY blk_home DESC LIMIT 1;	Philadelphia 76ers	game	game	game
Which home team committed the most turnovers in a game they won?	SELECT team_name_home FROM game WHERE wl_home = 'W' ORDER BY tov_home DESC LIMIT 1;	Los Angeles Lakers	game	game	game
Which game had the highest plus-minus for a home team that attempted fewer than 10 three-pointers?	SELECT game_id FROM game WHERE fg3a_home < 10 ORDER BY plus_minus_home DESC LIMIT 1;	0029100021	game	game	game
Which matchup featured the home team with the lowest field goal percentage but still won?	SELECT matchup_home FROM game WHERE wl_home = 'W' ORDER BY fg_pct_home ASC LIMIT 1;	PRO vs. BOS	game	game	game
Which home team made the most free throws in a game without any video available?	SELECT team_name_home FROM game WHERE video_available_home = 0 ORDER BY ftm_home DESC LIMIT 1;	Phoenix Suns	game	game	game
What is the maximum number of team rebounds recorded by the San Antonio Spurs in away games where they committed more than 20 fouls?	SELECT MAX(o.team_rebounds_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_away = 'SAS' AND g.pf_away > 20 AND g.season_id = '22003';	13	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the average number of assists for home teams when playing against teams from Texas?	SELECT AVG(ast_home) FROM game WHERE team_abbreviation_away IN ('DAL', 'HOU', 'SAS');	23.22644697929869	game	game	game
Which game had the smallest difference between offensive and defensive rebounds for the home team?	SELECT game_id FROM game ORDER BY ABS(oreb_home - dreb_home) ASC LIMIT 1;	0024600001		game	game
Which home team scored the most points in a game where they had more turnovers than assists?	SELECT team_name_home FROM game WHERE tov_home > ast_home ORDER BY pts_home DESC LIMIT 1;	Seattle SuperSonics	game	game	game
Which matchup involved the home team attempting over 100 field goals?	SELECT matchup_home FROM game WHERE fga_home > 100 LIMIT 1;	BOM vs. NYK	game	game	game
What is the total number of points scored by home teams in games where they committed fewer than 5 personal fouls?	SELECT SUM(pts_home) FROM game WHERE pf_home < 5;	849.0	game	game	game
Which home team had the lowest field goal percentage in a game they still won?	SELECT team_name_home FROM game WHERE wl_home = 'W' ORDER BY fg_pct_home ASC LIMIT 1;	Providence Steamrollers	game	game	game
What is the average number of minutes played in home games with more than 15 steals?	SELECT AVG(min) FROM game WHERE stl_home > 15;	242.13254593175853	game	game	game
Which game had the highest number of free throw attempts by a home team that didn’t attempt any three-pointers?	SELECT game_id FROM game WHERE fg3a_home = 0 ORDER BY fta_home DESC LIMIT 1;	0028700044	game	game	game
Which home team had the most games with a positive plus-minus but still lost?	SELECT team_name_home FROM game WHERE wl_home = 'L' AND plus_minus_home > 0 GROUP BY team_name_home ORDER BY COUNT(*) DESC LIMIT 1;	West NBA All Stars West	game	game	game
Which home team had the most games with a perfect free throw percentage?	SELECT team_name_home FROM game WHERE ft_pct_home = 1.0 GROUP BY team_name_home ORDER BY COUNT(*) DESC LIMIT 1;	New York Knicks	game	game	game
Which matchup had the highest combined field goal attempts between home and away teams?	SELECT matchup_home FROM game ORDER BY (fga_home + fga_away) DESC LIMIT 1;	PHW vs. STL		game	game
What is the average plus-minus for home teams that made more three-pointers than two-pointers?	SELECT AVG(plus_minus_home) FROM game WHERE fg3m_home > (fgm_home - fg3m_home);	5.007518796992481	game	game	game
Which home team won a game with the fewest minutes recorded?	SELECT team_name_home FROM game WHERE wl_home = 'W' ORDER BY min ASC LIMIT 1;	St. Louis Bombers	game	game	game
Which game had the highest number of personal fouls committed by the home team where no video was available?	SELECT game_id FROM game WHERE video_available_home = 0 ORDER BY pf_home DESC LIMIT 1;	0046300222	game	game	game
Which team had the most games where they committed fewer than 5 turnovers at home?	SELECT team_name_home FROM game WHERE tov_home < 5 GROUP BY team_name_home ORDER BY COUNT(*) DESC LIMIT 1;	Dallas Mavericks	game	game	game
